objectid,shape,classcode,cnn,f_node_cnn,f_st,nhood,oneway,st_type,streetname,t_st,zip_code,slw_st,length,extents,status,phase,install_date,agency,type,supervisor_district,data_as_of,data_loaded_at
3551,"LINESTRING (-122.447802195 37.777546207, -122.448683318 37.777432893)",5,6282000,26391000,ANNAPOLIS TER,Lone Mountain,B,AVE,GOLDEN GATE AVE,TAMALPAIS TER,94118,1,0.04886285,Masonic to Parker,Implemented,,02/28/2023 04:00:00 PM,MTA,,1,04/20/2023 12:07:52 PM,01/18/2024 03:33:32 PM
441,"LINESTRING (-122.474382842 37.786238018, -122.475503914 37.786181462)",5,8024000,27625000,15TH AVE,Inner Richmond,B,ST,LAKE ST,16TH AVE,94118,1,0.06148561,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
446,"LINESTRING (-122.478713573 37.78603127, -122.479785677 37.785982618)",5,8028000,27637000,19TH AVE,Outer Richmond,B,ST,LAKE ST,20TH AVE,94121,1,0.05877752,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
450,"LINESTRING (-122.466830335 37.786568136, -122.466948648 37.786575772, -122.467898459 37.786533455)",5,8016000,27601000,08TH AVE,Inner Richmond,B,ST,LAKE ST,09TH AVE,94118,1,0.05856662,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
1619,"LINESTRING (-122.45541928 37.788018102, -122.457058054 37.787809344)",5,4125000,27568000,MAPLE ST,Presidio Heights,B,ST,CLAY ST,CHERRY ST,94118,1,0.09084423,Arguello to Steiner,Implemented,3,10/05/2020 05:00:00 PM,MTA,Non-local access,2,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1622,"LINESTRING (-122.450480246 37.788647125, -122.452126437 37.788437494)",5,4122000,26921000,LAUREL ST,Presidio Heights,B,ST,CLAY ST,LOCUST ST,94118,1,0.09125385,Arguello to Steiner,Implemented,3,10/05/2020 05:00:00 PM,MTA,Non-local access,2,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
98,"LINESTRING (-122.43228011 37.772829248, -122.433922188 37.772620311)",5,10176000,25995000,STEINER ST,Western Addition,B,ST,PAGE ST,PIERCE ST,94117,1,0.0910429,Stanyan to Gough,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,5,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3846,"LINESTRING (-122.398879207 37.782224235, -122.399349285 37.782595912)",5,8117000,24580000,RIZAL ST,Financial District South,B,ST,LAPU-LAPU ST,BONIFACIO ST,94107,1,0.03632042,Harrison Street to Folsom Street,Implemented,4,12/29/1899 04:00:13 PM,,,6,05/22/2023 03:55:31 PM,01/18/2024 03:33:32 PM
2564,"LINESTRING (-122.469521965 37.763895944, -122.469391826 37.762034108)",5,528000,27171000,IRVING ST,Inner Sunset,B,AVE,12TH AVE,JUDAH ST,94122,1,0.12860386,Lincoln Way to Lawton,Implemented,4,07/19/2021 05:00:00 PM,MTA,Non-local access,7,04/20/2023 11:36:44 AM,01/18/2024 03:33:32 PM
2563,"LINESTRING (-122.469391826 37.762034108, -122.469263156 37.760170586)",5,529000,27161000,JUDAH ST,Inner Sunset,B,AVE,12TH AVE,KIRKHAM ST,94122,1,0.1287155,Lincoln Way to Lawton,Implemented,4,07/19/2021 05:00:00 PM,MTA,Non-local access,7,04/20/2023 11:36:44 AM,01/18/2024 03:33:32 PM
1669,"LINESTRING (-122.424502659 37.739860151, -122.424818964 37.739075515, -122.42487023 37.739011396)",5,2447000,21839000,RANDALL ST,Glen Park,B,ST,ARLINGTON ST,FAIRMOUNT ST,94131,1,0.0620578,Roanoke to Randall,Implemented,3,11/29/2020 04:00:00 PM,MTA,Non-local access,8,11/30/2020 03:25:20 PM,01/18/2024 03:33:32 PM
1656,"LINESTRING (-122.433572208 37.769178369, -122.433408259 37.767461583)",5,9607000,25984000,DUBOCE AVE,Castro/Upper Market,B,ST,NOE ST,14TH ST,94114,1,0.11874241,Duboce to 18th St,Implemented,3,09/29/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
688,"LINESTRING (-122.429731302 37.752362003, -122.42965871 37.751570854)",5,11528000,25654000,ELIZABETH ST,Noe Valley,B,ST,SANCHEZ ST,24TH ST,94114,1,0.05470814,23rd St to 30th St,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3545,"LINESTRING (-122.41250093 37.759028146, -122.413599748 37.758961798)",5,1050000,24035000,HARRISON ST,Inner Mission,B,ST,20TH ST,TREAT AVE,94110,1,0.0603395,Shotwell to Potrero,Implemented,,02/28/2023 04:00:00 PM,MTA,,9,04/20/2023 11:12:17 AM,01/18/2024 03:33:32 PM
674,"LINESTRING (-122.414861248 37.749237866, -122.414824139 37.748851184, -122.414975499 37.74878269, -122.414918963 37.748230731)",5,11844000,21293000,26TH ST,The Mission,B,ST,SHOTWELL ST,CESAR CHAVEZ ST,94110,1,0.07447908,14th St to Cesar Chavez,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
665,"LINESTRING (-122.415473275 37.755634108, -122.415320139 37.754033534)",5,11840000,24078000,22ND ST,The Mission,B,ST,SHOTWELL ST,23RD ST,94110,1,0.1107056,14th St to Cesar Chavez,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
664,"LINESTRING (-122.415320139 37.754033534, -122.415172289 37.752439645)",5,11841000,24065000,23RD ST,The Mission,B,ST,SHOTWELL ST,24TH ST,94110,1,0.11022423,14th St to Cesar Chavez,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3525,"LINESTRING (-122.41127262 37.755887569, -122.412197892 37.755832511)",5,1184000,23993000,ALABAMA ST,Inner Mission,B,ST,22ND ST,HARRISON ST,94110,1,0.05080747,Bryant to Chattanooga,Planned,,,MTA,,9,03/01/2023 02:13:09 PM,01/18/2024 03:33:32 PM
3524,"LINESTRING (-122.410373354 37.755941773, -122.41127262 37.755887569)",5,1183000,23992000,FLORIDA ST,Inner Mission,B,ST,22ND ST,ALABAMA ST,94110,1,0.04938302,Bryant to Chattanooga,Planned,,,MTA,,9,03/01/2023 02:13:09 PM,01/18/2024 03:33:32 PM
666,"LINESTRING (-122.415626197 37.757232409, -122.415473275 37.755634108)",5,11839000,24080000,21ST ST,The Mission,B,ST,SHOTWELL ST,22ND ST,94110,1,0.11054842,14th St to Cesar Chavez,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1715,"LINESTRING (-122.390817277 37.764200764, -122.390698494 37.762925747)",5,9053000,23652000,MARIPOSA ST,Potrero Hill,B,ST,MINNESOTA ST,18TH ST,94107,1,0.08817504,Mariposa to 22nd St,Implemented,3,10/05/2020 05:00:00 PM,MTA,Non-local access,10,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1739,"LINESTRING (-122.430578486 37.731234944, -122.431392972 37.731009499)",5,3820000,21782000,ROTTECK ST,Outer Mission,B,AVE,CAYUGA AVE,LYELL ST,94112,1,0.04724561,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1746,"LINESTRING (-122.446944516 37.716186891, -122.447510303 37.715741874)",5,3846000,21529000,OTTAWA AVE,Outer Mission,B,AVE,CAYUGA AVE,ROME ST,94112,1,0.0436213,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1735,"LINESTRING (-122.437933627 37.725094456, -122.438272434 37.724469324, -122.438684008 37.723809325)",5,3830000,21800000,SAN JUAN AVE,Outer Mission,B,AVE,CAYUGA AVE,SANTA YNEZ AVE,94112,1,0.09773488,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1733,"LINESTRING (-122.438808574 37.723601276, -122.439350074 37.722733433)",5,3832000,21758000,OCEAN AVE,Outer Mission,B,AVE,CAYUGA AVE,VALERTON CT,94112,1,0.06680042,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
189,"LINESTRING (-122.422407117 37.774084975, -122.423947061 37.773889238)",5,10170000,24456000,GOUGH ST,Western Addition,B,ST,PAGE ST,OCTAVIA ST,94102,1,0.08537657,Stanyan to Gough,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,6,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
690,"LINESTRING (-122.428805595 37.742764288, -122.428728579 37.741963991)",5,11540000,21909000,DAY ST,Noe Valley,B,ST,SANCHEZ ST,30TH ST,94131,1,0.05535528,23rd St to 30th St,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3533,"LINESTRING (-122.419857943 37.75536573, -122.420964093 37.755294783)",5,1192000,24112000,BARTLETT ST,Inner Mission,B,ST,22ND ST,VALENCIA ST,94110,1,0.06076751,Bryant to Chattanooga,Planned,,,MTA,,9,03/01/2023 02:13:09 PM,01/18/2024 03:33:32 PM
749,"LINESTRING (-122.408548511 37.729002898, -122.408051888 37.727799712)",5,11968000,20900000,FELTON ST,Excelsior,B,ST,SOMERSET ST,BURROWS ST,94134,1,0.08732573,Silver to Woolsey,Implemented,2,06/01/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:19 PM,01/18/2024 03:33:32 PM
1753,"LINESTRING (-122.43574963 37.728670911, -122.43637197 37.727964143, -122.436805493 37.72716839)",5,3828000,21798000,COTTER ST,Outer Mission,B,AVE,CAYUGA AVE,SANTA ROSA AVE,94112,1,0.11928039,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1762,"LINESTRING (-122.448076448 37.715296568, -122.44874245 37.714772706)",5,3848000,21565000,FOOTE AVE,Outer Mission,B,AVE,CAYUGA AVE,MODOC AVE,94112,1,0.05134908,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1744,"LINESTRING (-122.44874245 37.714772706, -122.449405635 37.714251052)",5,3849000,21566000,MODOC AVE,Outer Mission,B,AVE,CAYUGA AVE,NAGLEE AVE,94112,1,0.05113245,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
429,"LINESTRING (-122.464693461 37.786670438, -122.465760339 37.786627327)",5,8014000,27598000,06TH AVE,Inner Richmond,B,ST,LAKE ST,07TH AVE,94118,1,0.05847076,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
430,"LINESTRING (-122.488140379 37.785611775, -122.488200689 37.785534691, -122.488316398 37.785329315, -122.488324815 37.785205583)",5,8037000,28020000,28TH AVE,Seacliff,B,ST,LAKE ST,28TH AVE,94121,1,0.0303196,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
3550,"LINESTRING (-122.44684647 37.777669109, -122.447802195 37.777546207)",5,6281000,26383000,MASONIC AVE,Lone Mountain,B,AVE,GOLDEN GATE AVE,ANNAPOLIS TER,94118,1,0.05299977,Masonic to Parker,Implemented,,02/28/2023 04:00:00 PM,MTA,,1,04/20/2023 12:07:52 PM,01/18/2024 03:33:32 PM
434,"LINESTRING (-122.479785677 37.785982618, -122.4808601 37.785933963)",5,8029000,27638000,20TH AVE,Outer Richmond,B,ST,LAKE ST,21ST AVE,94121,1,0.05890429,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
3843,"LINESTRING (-122.482183772 37.774534489, -122.483254696 37.774485588)",5,3490000,27514000,23RD AVE,Central Richmond,B,ST,CABRILLO ST,24TH AVE,94121,1,0.05872308,23rd Ave to 45th Ave,Implemented,3,12/05/2023 04:00:00 PM,MTA,,1,04/28/2023 02:33:11 PM,01/18/2024 03:33:32 PM
1293,"LINESTRING (-122.485296901 37.774387725, -122.486368282 37.774338773)",5,3493000,27522000,26TH AVE,Outer Richmond,B,ST,CABRILLO ST,27TH AVE,94121,1,0.05874838,23rd Ave to 45th Ave,Implemented,3,10/20/2020 05:00:00 PM,MTA,Non-local access,1,04/28/2023 02:29:50 PM,01/18/2024 03:33:32 PM
1602,"LINESTRING (-122.500285955 37.773701991, -122.501362356 37.773652673)",5,3507000,27873000,40TH AVE,Outer Richmond,B,ST,CABRILLO ST,41ST AVE,94121,1,0.05902474,23rd Ave to 45th Ave,Implemented,3,10/20/2020 05:00:00 PM,MTA,Non-local access,1,04/28/2023 02:29:50 PM,01/18/2024 03:33:32 PM
1290,"LINESTRING (-122.488505758 37.774241084, -122.489579477 37.774191997)",5,3496000,27812000,29TH AVE,Outer Richmond,B,ST,CABRILLO ST,30TH AVE,94121,1,0.05887681,23rd Ave to 45th Ave,Implemented,3,10/20/2020 05:00:00 PM,MTA,Non-local access,1,04/28/2023 02:29:50 PM,01/18/2024 03:33:32 PM
641,"LINESTRING (-122.44350692 37.778089213, -122.445155753 37.777886507)",5,6279000,26375000,,Western Addition,B,AVE,GOLDEN GATE AVE,,94115,1,0.09133498,Masonic to Parker,Implemented,2,06/09/2020 05:00:00 PM,MTA,Non-local access,2,04/20/2023 12:00:31 PM,01/18/2024 03:33:32 PM
2598,"LINESTRING (-122.44350692 37.778089213, -122.44369911 37.779038019)",5,8561000,26375000,GOLDEN GATE AVE,North Panhandle,B,ST,LYON ST,TURK BLVD,94115,1,0.06627735,Turk Street to Haight Street,Implemented,4,07/06/2021 05:00:00 PM,MTA,Non-local access,2,07/07/2021 04:22:50 PM,01/18/2024 03:33:32 PM
1620,"LINESTRING (-122.453768965 37.788228306, -122.45541928 37.788018102)",5,4124000,26946000,SPRUCE ST,Presidio Heights,B,ST,CLAY ST,MAPLE ST,94118,1,0.09148348,Arguello to Steiner,Implemented,3,10/05/2020 05:00:00 PM,MTA,Non-local access,2,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
110,"LINESTRING (-122.42570021 37.77366623, -122.427357436 37.773455462)",5,10172000,25908000,LAGUNA ST,Western Addition,B,ST,PAGE ST,BUCHANAN ST,94102,1,0.0918807,Stanyan to Gough,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,5,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1665,"LINESTRING (-122.427155508 37.736684951, -122.428429228 37.735857451)",5,2451000,21855000,MIGUEL ST,Glen Park,B,ST,ARLINGTON ST,MATEO ST,94131,1,0.09013336,Roanoke to Randall,Implemented,3,11/29/2020 04:00:00 PM,MTA,Non-local access,8,11/30/2020 03:25:20 PM,01/18/2024 03:33:32 PM
1667,"LINESTRING (-122.425277591 37.738209207, -122.425510251 37.737753779)",5,2449000,21844000,CHARLES ST,Glen Park,B,ST,ARLINGTON ST,HIGHLAND AVE,94131,1,0.03389611,Roanoke to Randall,Implemented,3,11/29/2020 04:00:00 PM,MTA,Non-local access,8,11/30/2020 03:25:20 PM,01/18/2024 03:33:32 PM
1671,"LINESTRING (-122.428429228 37.735857451, -122.428993988 37.73548526)",5,2452000,21856000,MATEO ST,Glen Park,B,ST,ARLINGTON ST,SAINT MARY'S AVE,94131,1,0.04019646,Roanoke to Randall,Implemented,3,11/29/2020 04:00:00 PM,MTA,Non-local access,8,11/30/2020 03:25:20 PM,01/18/2024 03:33:32 PM
692,"LINESTRING (-122.429193199 37.746762928, -122.429154542 37.746359627, -122.429116242 37.745960041)",5,11535000,21920000,27TH ST,Noe Valley,B,ST,SANCHEZ ST,DUNCAN ST,94131,1,0.05553317,23rd St to 30th St,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
744,"LINESTRING (-122.408051888 37.727799712, -122.407556405 37.726599246)",5,11969000,20892000,BURROWS ST,Excelsior,B,ST,SOMERSET ST,BACON ST,94134,1,0.08712814,Silver to Woolsey,Implemented,2,06/01/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1763,"LINESTRING (-122.445807538 37.717080229, -122.446944516 37.716186891)",5,3845000,22091000,MOUNT VERNON AVE,Outer Mission,B,AVE,CAYUGA AVE,OTTAWA AVE,94112,1,0.08761294,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1761,"LINESTRING (-122.449405635 37.714251052, -122.449823254 37.71392255)",0,3850000,0,NAGLEE AVE,Outer Mission,,,CAYUGA AVE,END: 1800-1899 BLOCK,94112,1,0.03219944,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1738,"LINESTRING (-122.431392972 37.731009499, -122.432220515 37.730780434)",5,3821000,21784000,LYELL ST,Outer Mission,B,AVE,CAYUGA AVE,DANTON ST,94112,1,0.04800327,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
461,"LINESTRING (-122.445155753 37.777886507, -122.44684647 37.777669109)",5,6280000,26384000,CENTRAL AVE,Western Addition,B,AVE,GOLDEN GATE AVE,MASONIC AVE,94118,1,0.09375834,Masonic to Parker,Implemented,2,06/09/2020 05:00:00 PM,MTA,Non-local access,"1, 2",04/20/2023 12:00:31 PM,01/18/2024 03:33:32 PM
686,"LINESTRING (-122.429270027 37.747564467, -122.429193199 37.746762928)",5,11534000,21921000,CESAR CHAVEZ ST,Noe Valley,B,ST,SANCHEZ ST,27TH ST,94131,1,0.05543994,23rd St to 30th St,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3522,"LINESTRING (-122.42545718 37.755029079, -122.426634008 37.754962268)",5,1199000,25631000,DOLORES ST,Noe Valley,B,ST,22ND ST,CHATTANOOGA ST,94114,1,0.06460517,Bryant to Chattanooga,Planned,,,MTA,,8,03/01/2023 02:13:09 PM,01/18/2024 03:33:32 PM
671,"LINESTRING (-122.416077986 37.762034002, -122.415928746 37.760433261)",5,11836000,24127000,18TH ST,The Mission,B,ST,SHOTWELL ST,19TH ST,94110,1,0.1107012,14th St to Cesar Chavez,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3539,"LINESTRING (-122.406946874 37.759365489, -122.407940025 37.759305174)",5,1044000,24001000,POTRERO AVE,Inner Mission,B,ST,20TH ST,HAMPSHIRE ST,94110,1,0.05453857,Shotwell to Potrero,Implemented,,02/28/2023 04:00:00 PM,MTA,,"9, 10",04/20/2023 11:12:17 AM,01/18/2024 03:33:32 PM
669,"LINESTRING (-122.415779298 37.758830232, -122.415626197 37.757232409)",5,11838000,24124000,20TH ST,The Mission,B,ST,SHOTWELL ST,21ST ST,94110,1,0.1105163,14th St to Cesar Chavez,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1755,"LINESTRING (-122.434676737 37.729889314, -122.435195772 37.729299892)",5,3826000,21805000,TINGLEY ST,Outer Mission,B,AVE,CAYUGA AVE,THERESA ST,94112,1,0.04960652,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
448,"LINESTRING (-122.486223795 37.785697129, -122.487286365 37.785648841)",5,8035000,27658000,26TH AVE,Outer Richmond,B,ST,LAKE ST,27TH AVE,94121,1,0.05825536,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
447,"LINESTRING (-122.47262579 37.786314806, -122.473255083 37.786288101)",5,8022000,27628000,PARK PRESIDIO BLVD,Inner Richmond,B,ST,LAKE ST,14TH AVE,94118,1,0.03449345,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
3549,"LINESTRING (-122.452233766 37.776976223, -122.453188328 37.776853426)",5,6287000,26474000,TEMESCAL TER,Lone Mountain,B,AVE,GOLDEN GATE AVE,PARKER AVE,94118,1,0.05293625,Masonic to Parker,Implemented,,02/28/2023 04:00:00 PM,MTA,,1,04/20/2023 12:07:52 PM,01/18/2024 03:33:32 PM
1292,"LINESTRING (-122.486368282 37.774338773, -122.487433564 37.774290092)",5,3494000,27526000,27TH AVE,Outer Richmond,B,ST,CABRILLO ST,28TH AVE,94121,1,0.05841402,23rd Ave to 45th Ave,Implemented,3,10/20/2020 05:00:00 PM,MTA,Non-local access,1,04/28/2023 02:29:50 PM,01/18/2024 03:33:32 PM
436,"LINESTRING (-122.463617943 37.78672158, -122.464693461 37.786670438)",5,8013000,27595000,05TH AVE,Inner Richmond,B,ST,LAKE ST,06TH AVE,94118,1,0.05897355,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
133,"LINESTRING (-122.445535278 37.771141934, -122.447122701 37.770934641)",5,10184000,26344000,MASONIC AVE,Haight Ashbury,B,ST,PAGE ST,ASHBURY ST,94117,1,0.08807328,Stanyan to Gough,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,5,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
187,"LINESTRING (-122.448767914 37.770730884, -122.450407506 37.770519318)",5,10186000,26415000,CLAYTON ST,Haight Ashbury,B,ST,PAGE ST,COLE ST,94117,1,0.09093994,Stanyan to Gough,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,5,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1,"LINESTRING (-122.442187879 37.771571038, -122.443836149 37.771358114)",5,10182000,26325000,LYON ST,Haight Ashbury,B,ST,PAGE ST,CENTRAL AVE,94117,1,0.0914229,Stanyan to Gough,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,5,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
101,"LINESTRING (-122.427357436 37.773455462, -122.428990052 37.773247801)",5,10173000,25903000,BUCHANAN ST,Western Addition,B,ST,PAGE ST,WEBSTER ST,94102,1,0.09051676,Stanyan to Gough,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,5,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3848,"LINESTRING (-122.398341107 37.781798768, -122.398879207 37.782224235)",5,8116000,24579000,HARRISON ST,Financial District South,B,ST,LAPU-LAPU ST,RIZAL ST,94107,1,0.04157657,Harrison Street to Folsom Street,Implemented,4,12/29/1899 04:00:13 PM,,,6,05/22/2023 03:55:31 PM,01/18/2024 03:33:32 PM
2591,"LINESTRING (-122.451140811 37.73068111, -122.453408561 37.730672036)",5,6867000,22244000,GENNESSEE ST,Sunnyside,B,AVE,HEARST AVE,RIDGEWOOD AVE,94112,1,0.12421946,Ridgewood Avenue to Baden Street,Implemented,4,07/26/2021 05:00:00 PM,MTA,Non-local access,7,08/03/2021 11:50:20 AM,01/18/2024 03:33:32 PM
687,"LINESTRING (-122.429346499 37.748362264, -122.429270027 37.747564467)",5,11533000,21922000,26TH ST,Noe Valley,B,ST,SANCHEZ ST,CESAR CHAVEZ ST,94131,1,0.05518113,23rd St to 30th St,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
681,"LINESTRING (-122.429036672 37.745165388, -122.428959473 37.74436324)",5,11537000,21913000,28TH ST,Noe Valley,B,ST,SANCHEZ ST,VALLEY ST,94131,1,0.05548335,23rd St to 30th St,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
662,"LINESTRING (-122.415014331 37.750836982, -122.414861248 37.749237866)",5,11843000,24059000,25TH ST,The Mission,B,ST,SHOTWELL ST,26TH ST,94110,1,0.11060507,14th St to Cesar Chavez,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3542,"LINESTRING (-122.409770121 37.75919401, -122.410758543 37.759133959)",5,1047000,24008000,BRYANT ST,Inner Mission,B,ST,20TH ST,FLORIDA ST,94110,1,0.05427913,Shotwell to Potrero,Implemented,,02/28/2023 04:00:00 PM,MTA,,9,04/20/2023 11:12:17 AM,01/18/2024 03:33:32 PM
3531,"LINESTRING (-122.417658993 37.755502498, -122.418747574 37.755436937)",5,1190000,24082000,CAPP ST,Inner Mission,B,ST,22ND ST,MISSION ST,94110,1,0.05977929,Bryant to Chattanooga,Planned,,,MTA,,9,03/01/2023 02:13:09 PM,01/18/2024 03:33:32 PM
3540,"LINESTRING (-122.407940025 37.759305174, -122.408903725 37.759246641)",5,1045000,24002000,HAMPSHIRE ST,Inner Mission,B,ST,20TH ST,YORK ST,94110,1,0.05292136,Shotwell to Potrero,Implemented,,02/28/2023 04:00:00 PM,MTA,,9,04/20/2023 11:12:17 AM,01/18/2024 03:33:32 PM
1717,"LINESTRING (-122.390454252 37.760424346, -122.390210086 37.757825861)",5,9056000,23644000,20TH ST,Potrero Hill,B,ST,MINNESOTA ST,22ND ST,94107,1,0.17970914,Mariposa to 22nd St,Implemented,3,10/05/2020 05:00:00 PM,MTA,Non-local access,10,10/13/2020 04:05:19 PM,01/18/2024 03:33:32 PM
1745,"LINESTRING (-122.447510303 37.715741874, -122.448076448 37.715296568)",5,3847000,21564000,ROME ST,Outer Mission,B,AVE,CAYUGA AVE,FOOTE AVE,94112,1,0.04364939,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1764,"LINESTRING (-122.445246154 37.717521261, -122.445807538 37.717080229)",5,3844000,22092000,SHAWNEE AVE,Outer Mission,B,AVE,CAYUGA AVE,MOUNT VERNON AVE,94112,1,0.04325614,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
